"","CO_ID","CoName","Date","Close","Volume"
"1953","006205 ","FB SSE180_0  ",20130315,21.69,9842
"1954","0050   ","Yuanta Taiwan Top50",20130318,45.21,13219
"1955","0056   ","PTD          ",20130318,17.68,1006
"1956","006205 ","FB SSE180_0  ",20130318,21.07,8252
"1957","0050   ","Yuanta Taiwan Top50",20130319,45.3,3373
"1958","0056   ","PTD          ",20130319,17.56,1842
"1959","006205 ","FB SSE180_0  ",20130319,21.24,9335
"1960","0050   ","Yuanta Taiwan Top50",20130320,45.01,8821
"1961","0056   ","PTD          ",20130320,17.42,1693
"1962","006205 ","FB SSE180_0  ",20130320,21.7,6066
"1963","0050   ","Yuanta Taiwan Top50",20130321,45.05,4929
"1964","0056   ","PTD          ",20130321,17.59,483
"1965","006205 ","FB SSE180_0  ",20130321,21.85,7147
"1966","0050   ","Yuanta Taiwan Top50",20130322,44.92,8202
"1967","0056   ","PTD          ",20130322,17.58,256
"1968","006205 ","FB SSE180_0  ",20130322,21.78,3916
"1969","0050   ","Yuanta Taiwan Top50",20130325,45.26,2648
"1970","0056   ","PTD          ",20130325,17.65,277
"1971","006205 ","FB SSE180_0  ",20130325,21.81,3733
"1972","0050   ","Yuanta Taiwan Top50",20130326,45.26,1956
"1973","0056   ","PTD          ",20130326,17.61,298
"1974","006205 ","FB SSE180_0  ",20130326,21.6,5515
"1975","0050   ","Yuanta Taiwan Top50",20130327,45.38,4540
"1976","0056   ","PTD          ",20130327,17.68,283
"1977","006205 ","FB SSE180_0  ",20130327,21.68,3006
"1978","0050   ","Yuanta Taiwan Top50",20130328,45.26,3315
"1979","0056   ","PTD          ",20130328,17.62,255
"1980","006205 ","FB SSE180_0  ",20130328,21.09,8513
"1981","0050   ","Yuanta Taiwan Top50",20130329,45.71,5875
"1982","0056   ","PTD          ",20130329,17.7,349
"1983","006205 ","FB SSE180_0  ",20130329,21.18,3755
"1984","0050   ","Yuanta Taiwan Top50",20130401,45.63,3729
"1985","0056   ","PTD          ",20130401,17.66,226
"1986","006205 ","FB SSE180_0  ",20130401,21.06,3413
"1987","0050   ","Yuanta Taiwan Top50",20130402,45.5,4937
"1988","0056   ","PTD          ",20130402,17.68,323
"1989","006205 ","FB SSE180_0  ",20130402,20.86,5516
"1990","0050   ","Yuanta Taiwan Top50",20130403,45.63,2925
"1991","0056   ","PTD          ",20130403,17.8,560
"1992","006205 ","FB SSE180_0  ",20130403,20.89,4168
"1993","0050   ","Yuanta Taiwan Top50",20130408,44.67,18559
"1994","0056   ","PTD          ",20130408,17.53,2564
"1995","006205 ","FB SSE180_0  ",20130408,20.26,7210
"1996","0050   ","Yuanta Taiwan Top50",20130409,44.55,7681
"1997","0056   ","PTD          ",20130409,17.48,1888
"1998","006205 ","FB SSE180_0  ",20130409,20.51,5343
"1999","0050   ","Yuanta Taiwan Top50",20130410,44.63,3118
"2000","0056   ","PTD          ",20130410,17.47,912
"2001","006205 ","FB SSE180_0  ",20130410,20.76,5685
"2002","0050   ","Yuanta Taiwan Top50",20130411,45.09,9842
"2003","0056   ","PTD          ",20130411,17.62,745
"2004","006205 ","FB SSE180_0  ",20130411,21.07,5192
"2005","0050   ","Yuanta Taiwan Top50",20130412,45.09,2297
"2006","0056   ","PTD          ",20130412,17.61,319
"2007","006205 ","FB SSE180_0  ",20130412,20.99,4616
"2008","0050   ","Yuanta Taiwan Top50",20130415,44.72,4111
"2009","0056   ","PTD          ",20130415,17.58,467
"2010","006205 ","FB SSE180_0  ",20130415,20.6,7333
"2011","0050   ","Yuanta Taiwan Top50",20130416,44.8,5150
"2012","0056   ","PTD          ",20130416,17.58,689
"2013","006205 ","FB SSE180_0  ",20130416,20.62,5048
"2014","0050   ","Yuanta Taiwan Top50",20130417,44.72,4995
"2015","0056   ","PTD          ",20130417,17.59,350
"2016","006205 ","FB SSE180_0  ",20130417,20.55,4438
"2017","0050   ","Yuanta Taiwan Top50",20130418,44.67,5605
"2018","0056   ","PTD          ",20130418,17.59,262
"2019","006205 ","FB SSE180_0  ",20130418,20.67,4280
"2020","0050   ","Yuanta Taiwan Top50",20130419,46,22459
"2021","0056   ","PTD          ",20130419,17.7,435
"2022","006205 ","FB SSE180_0  ",20130419,21.16,5082
"2023","0050   ","Yuanta Taiwan Top50",20130422,45.96,11412
"2024","0056   ","PTD          ",20130422,17.77,706
"2025","006205 ","FB SSE180_0  ",20130422,21.29,3770
"2026","0050   ","Yuanta Taiwan Top50",20130423,45.71,3673
"2027","0056   ","PTD          ",20130423,17.79,281
"2028","006205 ","FB SSE180_0  ",20130423,20.85,4171
"2029","0050   ","Yuanta Taiwan Top50",20130424,46.09,12432
"2030","0056   ","PTD          ",20130424,17.96,805
"2031","006205 ","FB SSE180_0  ",20130424,21.17,4513
"2032","0050   ","Yuanta Taiwan Top50",20130425,46.17,11885
"2033","0056   ","PTD          ",20130425,17.96,824
"2034","006205 ","FB SSE180_0  ",20130425,21.06,4335
"2035","0050   ","Yuanta Taiwan Top50",20130426,46.33,11113
"2036","0056   ","PTD          ",20130426,18.04,1135
"2037","006205 ","FB SSE180_0  ",20130426,20.83,4422
"2038","0050   ","Yuanta Taiwan Top50",20130429,46.29,8140
"2039","0056   ","PTD          ",20130429,18.1,603
"2040","006205 ","FB SSE180_0  ",20130429,20.64,3282
"2041","0050   ","Yuanta Taiwan Top50",20130430,46.79,17616
"2042","0056   ","PTD          ",20130430,18.28,1747
"2043","006205 ","FB SSE180_0  ",20130430,20.68,2661
"2044","0050   ","Yuanta Taiwan Top50",20130502,46.91,15919
"2045","0056   ","PTD          ",20130502,18.35,2536
"2046","006205 ","FB SSE180_0  ",20130502,20.6,3756
"2047","0050   ","Yuanta Taiwan Top50",20130503,47,13217
"2048","0056   ","PTD          ",20130503,18.39,1322
"2049","006205 ","FB SSE180_0  ",20130503,21,4811
"2050","0050   ","Yuanta Taiwan Top50",20130506,47.2,8575
"2051","0056   ","PTD          ",20130506,18.45,1217
"2052","006205 ","FB SSE180_0  ",20130506,21.14,5241
"2053","0050   ","Yuanta Taiwan Top50",20130507,47.37,14262
"2054","0056   ","PTD          ",20130507,18.33,618
"2055","006205 ","FB SSE180_0  ",20130507,21.11,5043
"2056","0050   ","Yuanta Taiwan Top50",20130508,47.99,21793
"2057","0056   ","PTD          ",20130508,18.51,1865
"2058","006205 ","FB SSE180_0  ",20130508,21.22,5255
"2059","0050   ","Yuanta Taiwan Top50",20130509,48.28,17797
"2060","0056   ","PTD          ",20130509,18.52,3390
"2061","006205 ","FB SSE180_0  ",20130509,21.1,5786
"2062","0050   ","Yuanta Taiwan Top50",20130510,48.03,9240
"2063","0056   ","PTD          ",20130510,18.47,769
"2064","006205 ","FB SSE180_0  ",20130510,21.06,6384
"2065","0050   ","Yuanta Taiwan Top50",20130513,47.91,6700
"2066","0056   ","PTD          ",20130513,18.48,633
"2067","006205 ","FB SSE180_0  ",20130513,21.06,5896
"2068","0050   ","Yuanta Taiwan Top50",20130514,48.03,10934
"2069","0056   ","PTD          ",20130514,18.46,602
"2070","006205 ","FB SSE180_0  ",20130514,20.85,5393
"2071","0050   ","Yuanta Taiwan Top50",20130515,48.08,11719
"2072","0056   ","PTD          ",20130515,18.54,532
"2073","006205 ","FB SSE180_0  ",20130515,21,5199
"2074","0050   ","Yuanta Taiwan Top50",20130516,48.7,32187
"2075","0056   ","PTD          ",20130516,18.77,2158
"2076","006205 ","FB SSE180_0  ",20130516,21.17,6281
"2077","0050   ","Yuanta Taiwan Top50",20130517,48.45,8651
"2078","0056   ","PTD          ",20130517,18.72,470
"2079","006205 ","FB SSE180_0  ",20130517,21.46,5530
"2080","0050   ","Yuanta Taiwan Top50",20130520,48.37,7993
"2081","0056   ","PTD          ",20130520,18.75,486
"2082","006205 ","FB SSE180_0  ",20130520,21.87,8184
"2083","0050   ","Yuanta Taiwan Top50",20130521,48.37,6989
"2084","0056   ","PTD          ",20130521,18.85,695
"2085","006205 ","FB SSE180_0  ",20130521,21.86,5717
"2086","0050   ","Yuanta Taiwan Top50",20130522,48.32,7429
"2087","0056   ","PTD          ",20130522,18.79,405
