CO_ID,CoName,Date,Close,Volume
0056   ,PTD          ,20120309,   18.16,      426
006205 ,FB SSE180_0  ,20120309,   20.75,      890
0050   ,Yuanta Taiwan Top50,20120312,   43.51,    10019
0056   ,PTD          ,20120312,   18.06,      212
006205 ,FB SSE180_0  ,20120312,   20.60,      112
0050   ,Yuanta Taiwan Top50,20120313,   44.11,    18507
0056   ,PTD          ,20120313,   18.23,      293
006205 ,FB SSE180_0  ,20120313,   20.70,      275
0050   ,Yuanta Taiwan Top50,20120314,   44.75,    23963
0056   ,PTD          ,20120314,   18.39,      380
006205 ,FB SSE180_0  ,20120314,   20.86,      501
0050   ,Yuanta Taiwan Top50,20120315,   44.55,     7323
0056   ,PTD          ,20120315,   18.42,      168
006205 ,FB SSE180_0  ,20120315,   20.30,     1158
0050   ,Yuanta Taiwan Top50,20120316,   44.35,     8511
0056   ,PTD          ,20120316,   18.34,      160
006205 ,FB SSE180_0  ,20120316,   20.19,      879
0050   ,Yuanta Taiwan Top50,20120319,   44.23,    13386
0056   ,PTD          ,20120319,   18.21,      221
006205 ,FB SSE180_0  ,20120319,   20.30,      165
0050   ,Yuanta Taiwan Top50,20120320,   43.91,     6615
0056   ,PTD          ,20120320,   18.13,      107
006205 ,FB SSE180_0  ,20120320,   20.21,      211
0050   ,Yuanta Taiwan Top50,20120321,   43.91,     7561
0056   ,PTD          ,20120321,   18.09,      301
006205 ,FB SSE180_0  ,20120321,   19.95,      223
0050   ,Yuanta Taiwan Top50,20120322,   44.51,    12651
0056   ,PTD          ,20120322,   18.20,      165
006205 ,FB SSE180_0  ,20120322,   20.11,      229
0050   ,Yuanta Taiwan Top50,20120323,   44.39,     5429
0056   ,PTD          ,20120323,   18.19,       65
006205 ,FB SSE180_0  ,20120323,   19.96,      203
0050   ,Yuanta Taiwan Top50,20120326,   43.67,     9786
0056   ,PTD          ,20120326,   17.99,      622
006205 ,FB SSE180_0  ,20120326,   19.96,       49
0050   ,Yuanta Taiwan Top50,20120327,   44.23,    10106
0056   ,PTD          ,20120327,   17.98,      377
006205 ,FB SSE180_0  ,20120327,   20.00,       64
0050   ,Yuanta Taiwan Top50,20120328,   44.39,    12034
0056   ,PTD          ,20120328,   18.00,      259
006205 ,FB SSE180_0  ,20120328,   19.62,      390
0050   ,Yuanta Taiwan Top50,20120329,   43.79,    10460
0056   ,PTD          ,20120329,   17.68,      893
006205 ,FB SSE180_0  ,20120329,   19.39,      749
0050   ,Yuanta Taiwan Top50,20120330,   43.95,     8895
0056   ,PTD          ,20120330,   17.72,      466
006205 ,FB SSE180_0  ,20120330,   19.25,     2466
0050   ,Yuanta Taiwan Top50,20120402,   43.79,     4412
0056   ,PTD          ,20120402,   17.73,      233
006205 ,FB SSE180_0  ,20120402,   19.25,       76
0050   ,Yuanta Taiwan Top50,20120403,   43.43,     9361
0056   ,PTD          ,20120403,   17.55,      504
006205 ,FB SSE180_0  ,20120403,   19.27,      253
0050   ,Yuanta Taiwan Top50,20120405,   42.95,    14638
0056   ,PTD          ,20120405,   17.21,      885
006205 ,FB SSE180_0  ,20120405,   19.30,     2412
0050   ,Yuanta Taiwan Top50,20120406,   43.03,    15954
0056   ,PTD          ,20120406,   17.33,      339
006205 ,FB SSE180_0  ,20120406,   19.53,      986
0050   ,Yuanta Taiwan Top50,20120409,   42.51,    18841
0056   ,PTD          ,20120409,   17.26,      210
006205 ,FB SSE180_0  ,20120409,   19.42,      534
0050   ,Yuanta Taiwan Top50,20120410,   42.51,     6629
0056   ,PTD          ,20120410,   17.33,      244
006205 ,FB SSE180_0  ,20120410,   19.22,      505
0050   ,Yuanta Taiwan Top50,20120411,   42.67,    12285
0056   ,PTD          ,20120411,   17.35,      161
006205 ,FB SSE180_0  ,20120411,   19.50,      236
0050   ,Yuanta Taiwan Top50,20120412,   42.71,     9449
0056   ,PTD          ,20120412,   17.37,      190
006205 ,FB SSE180_0  ,20120412,   19.75,     1051
0050   ,Yuanta Taiwan Top50,20120413,   43.19,     8534
0056   ,PTD          ,20120413,   17.58,      355
006205 ,FB SSE180_0  ,20120413,   19.99,      233
0050   ,Yuanta Taiwan Top50,20120416,   43.07,     5518
0056   ,PTD          ,20120416,   17.57,      113
006205 ,FB SSE180_0  ,20120416,   19.95,      123
0050   ,Yuanta Taiwan Top50,20120417,   42.35,    21792
0056   ,PTD          ,20120417,   17.24,      504
006205 ,FB SSE180_0  ,20120417,   19.80,      197
0050   ,Yuanta Taiwan Top50,20120418,   42.43,    11436
0056   ,PTD          ,20120418,   17.31,      237
006205 ,FB SSE180_0  ,20120418,   20.07,      963
0050   ,Yuanta Taiwan Top50,20120419,   42.47,     9678
0056   ,PTD          ,20120419,   17.31,      248
006205 ,FB SSE180_0  ,20120419,   20.13,      398
0050   ,Yuanta Taiwan Top50,20120420,   41.91,    15623
0056   ,PTD          ,20120420,   17.14,      402
006205 ,FB SSE180_0  ,20120420,   20.31,     1047
0050   ,Yuanta Taiwan Top50,20120423,   41.87,    18551
0056   ,PTD          ,20120423,   17.10,      388
006205 ,FB SSE180_0  ,20120423,   20.42,     1772
0050   ,Yuanta Taiwan Top50,20120424,   41.95,     6802
0056   ,PTD          ,20120424,   17.12,      212
006205 ,FB SSE180_0  ,20120424,   20.03,     1019
0050   ,Yuanta Taiwan Top50,20120425,   42.19,     3254
0056   ,PTD          ,20120425,   17.22,      121
006205 ,FB SSE180_0  ,20120425,   20.30,     1269
0050   ,Yuanta Taiwan Top50,20120426,   41.87,     5918
0056   ,PTD          ,20120426,   17.20,       88
006205 ,FB SSE180_0  ,20120426,   20.32,     1069
0050   ,Yuanta Taiwan Top50,20120427,   41.79,    12943
0056   ,PTD          ,20120427,   17.10,      225
006205 ,FB SSE180_0  ,20120427,   20.30,      133
0050   ,Yuanta Taiwan Top50,20120430,   41.67,    12293
0056   ,PTD          ,20120430,   17.22,       51
006205 ,FB SSE180_0  ,20120430,   20.33,      178
0050   ,Yuanta Taiwan Top50,20120502,   42.71,    12132
0056   ,PTD          ,20120502,   17.59,      349
006205 ,FB SSE180_0  ,20120502,   20.57,      713
0050   ,Yuanta Taiwan Top50,20120503,   42.51,     5177
0056   ,PTD          ,20120503,   17.60,      107
006205 ,FB SSE180_0  ,20120503,   20.51,     2084
0050   ,Yuanta Taiwan Top50,20120504,   42.59,    11424
0056   ,PTD          ,20120504,   17.66,      111
006205 ,FB SSE180_0  ,20120504,   20.62,     1563
0050   ,Yuanta Taiwan Top50,20120507,   41.67,    21312
0056   ,PTD          ,20120507,   17.41,      293
006205 ,FB SSE180_0  ,20120507,   20.61,      722
0050   ,Yuanta Taiwan Top50,20120508,   41.67,     9194
0056   ,PTD          ,20120508,   17.43,      104
006205 ,FB SSE180_0  ,20120508,   20.65,      468
0050   ,Yuanta Taiwan Top50,20120509,   41.39,    22880
0056   ,PTD          ,20120509,   17.34,      230
006205 ,FB SSE180_0  ,20120509,   20.42,      839
0050   ,Yuanta Taiwan Top50,20120510,   41.39,     7132
0056   ,PTD          ,20120510,   17.26,      154
006205 ,FB SSE180_0  ,20120510,   20.34,      754
0050   ,Yuanta Taiwan Top50,20120511,   40.95,    29045
0056   ,PTD          ,20120511,   17.16,      380
006205 ,FB SSE180_0  ,20120511,   20.25,      344
0050   ,Yuanta Taiwan Top50,20120514,   40.99,    10200
0056   ,PTD          ,20120514,   17.09,      239
006205 ,FB SSE180_0  ,20120514,   20.30,     1200
0050   ,Yuanta Taiwan Top50,20120515,   40.99,    21664
0056   ,PTD          ,20120515,   17.12,      387
006205 ,FB SSE180_0  ,20120515,   20.02,      230
0050   ,Yuanta Taiwan Top50,20120516,   40.19,    32978
0056   ,PTD          ,20120516,   16.89,      464
006205 ,FB SSE180_0  ,20120516,   19.98,      162
0050   ,Yuanta Taiwan Top50,20120517,   40.67,     7940
0056   ,PTD          ,20120517,   16.97,      267
006205 ,FB SSE180_0  ,20120517,   20.13,      115
0050   ,Yuanta Taiwan Top50,20120518,   39.77,    37830
0056   ,PTD          ,20120518,   16.60,     1202
006205 ,FB SSE180_0  ,20120518,   19.83,     1169
0050   ,Yuanta Taiwan Top50,20120521,   39.99,    14716
0056   ,PTD          ,20120521,   16.65,      213
006205 ,FB SSE180_0  ,20120521,   19.90,      932
0050   ,Yuanta Taiwan Top50,20120522,   40.35,     9359
0056   ,PTD          ,20120522,   16.73,      359
006205 ,FB SSE180_0  ,20120522,   20.11,      455
0050   ,Yuanta Taiwan Top50,20120523,   39.62,    23947
0056   ,PTD          ,20120523,   16.54,      571
006205 ,FB SSE180_0  ,20120523,   19.98,      336
0050   ,Yuanta Taiwan Top50,20120524,   39.53,    12526
0056   ,PTD          ,20120524,   16.39,      566
006205 ,FB SSE180_0  ,20120524,   19.83,      797
0050   ,Yuanta Taiwan Top50,20120525,   39.24,    13503
0056   ,PTD          ,20120525,   16.31,     1390
006205 ,FB SSE180_0  ,20120525,   19.84,      755
0050   ,Yuanta Taiwan Top50,20120528,   39.61,     6212
0056   ,PTD          ,20120528,   16.45,      767
006205 ,FB SSE180_0  ,20120528,   19.83,      746
0050   ,Yuanta Taiwan Top50,20120529,   40.59,    17147
0056   ,PTD          ,20120529,   16.82,      376
006205 ,FB SSE180_0  ,20120529,   20.37,     1265
0050   ,Yuanta Taiwan Top50,20120530,   40.11,    11745
0056   ,PTD          ,20120530,   16.75,      445
006205 ,FB SSE180_0  ,20120530,   20.23,      657
0050   ,Yuanta Taiwan Top50,20120531,   40.15,    13194
0056   ,PTD          ,20120531,   16.75,      564
006205 ,FB SSE180_0  ,20120531,   20.29,     1990
0050   ,Yuanta Taiwan Top50,20120601,   39.35,    13961
0056   ,PTD          ,20120601,   16.53,     1445
006205 ,FB SSE180_0  ,20120601,   20.36,      721
0050   ,Yuanta Taiwan Top50,20120604,   38.17,    37179
0056   ,PTD          ,20120604,   16.11,     1327
006205 ,FB SSE180_0  ,20120604,   19.96,      555
0050   ,Yuanta Taiwan Top50,20120605,   38.67,     9722
0056   ,PTD          ,20120605,   16.27,      347
006205 ,FB SSE180_0  ,20120605,   19.91,     4365
0050   ,Yuanta Taiwan Top50,20120606,   38.93,     5408
0056   ,PTD          ,20120606,   16.41,      198
006205 ,FB SSE180_0  ,20120606,   19.89,     1765
0050   ,Yuanta Taiwan Top50,20120607,   39.02,     6003
0056   ,PTD          ,20120607,   16.41,      321
006205 ,FB SSE180_0  ,20120607,   19.95,      509
0050   ,Yuanta Taiwan Top50,20120608,   38.43,    12950
0056   ,PTD          ,20120608,   16.32,      228
006205 ,FB SSE180_0  ,20120608,   19.76,     1636
0050   ,Yuanta Taiwan Top50,20120611,   39.22,     8363
0056   ,PTD          ,20120611,   16.50,      124
006205 ,FB SSE180_0  ,20120611,   19.92,      370
0050   ,Yuanta Taiwan Top50,20120612,   38.92,     5161
0056   ,PTD          ,20120612,   16.57,      137
006205 ,FB SSE180_0  ,20120612,   19.78,      350
0050   ,Yuanta Taiwan Top50,20120613,   39.00,     3990
0056   ,PTD          ,20120613,   16.45,      886
006205 ,FB SSE180_0  ,20120613,   20.10,      451
0050   ,Yuanta Taiwan Top50,20120614,   39.05,     3406
0056   ,PTD          ,20120614,   16.46,       98
006205 ,FB SSE180_0  ,20120614,   20.04,      274
0050   ,Yuanta Taiwan Top50,20120615,   39.55,     6219
0056   ,PTD          ,20120615,   16.61,      178
006205 ,FB SSE180_0  ,20120615,   19.90,      303
0050   ,Yuanta Taiwan Top50,20120618,   40.19,     9888
0056   ,PTD          ,20120618,   16.85,      393
006205 ,FB SSE180_0  ,20120618,   20.19,      434
0050   ,Yuanta Taiwan Top50,20120619,   39.96,     7268
0056   ,PTD          ,20120619,   16.79,      123
006205 ,FB SSE180_0  ,20120619,   20.05,     3855
0050   ,Yuanta Taiwan Top50,20120620,   40.39,     9657
0056   ,PTD          ,20120620,   16.90,      149
006205 ,FB SSE180_0  ,20120620,   20.13,      434
0050   ,Yuanta Taiwan Top50,20120621,   40.15,     4587
0056   ,PTD          ,20120621,   16.83,      116
006205 ,FB SSE180_0  ,20120621,   19.71,      541
0050   ,Yuanta Taiwan Top50,20120622,   39.68,     6191
0056   ,PTD          ,20120622,   16.76,      183
006205 ,FB SSE180_0  ,20120622,   19.69,      410
0050   ,Yuanta Taiwan Top50,20120625,   39.39,     7112
0056   ,PTD          ,20120625,   16.67,      264
006205 ,FB SSE180_0  ,20120625,   19.50,      594
0050   ,Yuanta Taiwan Top50,20120626,   39.22,    15276
0056   ,PTD          ,20120626,   16.67,      125
006205 ,FB SSE180_0  ,20120626,   19.25,      589
0050   ,Yuanta Taiwan Top50,20120627,   39.59,     7521
0056   ,PTD          ,20120627,   16.72,      177
006205 ,FB SSE180_0  ,20120627,   19.30,      278
0050   ,Yuanta Taiwan Top50,20120628,   39.65,    10454
0056   ,PTD          ,20120628,   16.73,       99
006205 ,FB SSE180_0  ,20120628,   19.18,       90
0050   ,Yuanta Taiwan Top50,20120629,   40.19,    13651
0056   ,PTD          ,20120629,   16.90,      243
006205 ,FB SSE180_0  ,20120629,   19.30,      253
0050   ,Yuanta Taiwan Top50,20120702,   40.51,     9704
0056   ,PTD          ,20120702,   17.09,      194
006205 ,FB SSE180_0  ,20120702,   19.38,       59
0050   ,Yuanta Taiwan Top50,20120703,   40.99,    17112
0056   ,PTD          ,20120703,   17.37,      510
006205 ,FB SSE180_0  ,20120703,   19.53,       77
0050   ,Yuanta Taiwan Top50,20120704,   41.15,     9961
0056   ,PTD          ,20120704,   17.35,      701
006205 ,FB SSE180_0  ,20120704,   19.44,       55
0050   ,Yuanta Taiwan Top50,20120705,   41.07,     4998
0056   ,PTD          ,20120705,   17.33,      189
006205 ,FB SSE180_0  ,20120705,   19.17,       97
0050   ,Yuanta Taiwan Top50,20120706,   40.83,    11019
0056   ,PTD          ,20120706,   17.26,     1476
006205 ,FB SSE180_0  ,20120706,   19.11,      149
0050   ,Yuanta Taiwan Top50,20120709,   40.79,     5879
0056   ,PTD          ,20120709,   17.30,     1906
006205 ,FB SSE180_0  ,20120709,   19.15,      167
0050   ,Yuanta Taiwan Top50,20120710,   40.35,     9034
0056   ,PTD          ,20120710,   17.17,      167
006205 ,FB SSE180_0  ,20120710,   19.07,      378
0050   ,Yuanta Taiwan Top50,20120711,   40.47,     4163
0056   ,PTD          ,20120711,   17.17,       78
006205 ,FB SSE180_0  ,20120711,   19.05,      498
0050   ,Yuanta Taiwan Top50,20120712,   39.75,    15500
0056   ,PTD          ,20120712,   17.00,      326
006205 ,FB SSE180_0  ,20120712,   19.15,      362
0050   ,Yuanta Taiwan Top50,20120713,   39.63,     7929
0056   ,PTD          ,20120713,   16.94,      322
006205 ,FB SSE180_0  ,20120713,   19.20,       63
0050   ,Yuanta Taiwan Top50,20120716,   39.63,     6443
0056   ,PTD          ,20120716,   16.86,      225
006205 ,FB SSE180_0  ,20120716,   19.00,       23
0050   ,Yuanta Taiwan Top50,20120717,   39.91,     6753
0056   ,PTD          ,20120717,   16.95,      175
006205 ,FB SSE180_0  ,20120717,   18.93,      238
0050   ,Yuanta Taiwan Top50,20120718,   39.39,     8505
0056   ,PTD          ,20120718,   16.84,      255
006205 ,FB SSE180_0  ,20120718,   18.89,       74
0050   ,Yuanta Taiwan Top50,20120719,   40.19,     7663
0056   ,PTD          ,20120719,   17.03,      195
006205 ,FB SSE180_0  ,20120719,   19.22,       54
0050   ,Yuanta Taiwan Top50,20120720,   40.15,     5701
0056   ,PTD          ,20120720,   17.03,      156
006205 ,FB SSE180_0  ,20120720,   19.10,      322
0050   ,Yuanta Taiwan Top50,20120723,   39.43,    14881
0056   ,PTD          ,20120723,   16.89,      428
006205 ,FB SSE180_0  ,20120723,   18.84,      114
0050   ,Yuanta Taiwan Top50,20120724,   39.33,    22240
0056   ,PTD          ,20120724,   16.78,      668
006205 ,FB SSE180_0  ,20120724,   18.88,      277
0050   ,Yuanta Taiwan Top50,20120725,   39.12,    16634
0056   ,PTD          ,20120725,   16.76,      475
006205 ,FB SSE180_0  ,20120725,   18.81,       88
0050   ,Yuanta Taiwan Top50,20120726,   39.18,     8170
0056   ,PTD          ,20120726,   16.84,      118
006205 ,FB SSE180_0  ,20120726,   18.95,      577
0050   ,Yuanta Taiwan Top50,20120727,   39.97,     9753
0056   ,PTD          ,20120727,   17.04,      234
006205 ,FB SSE180_0  ,20120727,   19.00,      204
0050   ,Yuanta Taiwan Top50,20120730,   40.23,    10029
0056   ,PTD          ,20120730,   17.18,      351
006205 ,FB SSE180_0  ,20120730,   18.98,      150
0050   ,Yuanta Taiwan Top50,20120731,   40.91,    14837
0056   ,PTD          ,20120731,   17.37,      629
006205 ,FB SSE180_0  ,20120731,   18.81,      195
0050   ,Yuanta Taiwan Top50,20120801,   40.99,     6881
0056   ,PTD          ,20120801,   17.43,      410
006205 ,FB SSE180_0  ,20120801,   18.87,      391
0050   ,Yuanta Taiwan Top50,20120803,   40.75,     5086
0056   ,PTD          ,20120803,   17.28,      462
006205 ,FB SSE180_0  ,20120803,   18.82,       97
0050   ,Yuanta Taiwan Top50,20120806,   41.27,    11035
0056   ,PTD          ,20120806,   17.51,      369
006205 ,FB SSE180_0  ,20120806,   19.06,      411
0050   ,Yuanta Taiwan Top50,20120807,   41.31,     4202
0056   ,PTD          ,20120807,   17.51,      433
006205 ,FB SSE180_0  ,20120807,   19.08,      650
0050   ,Yuanta Taiwan Top50,20120808,   41.43,     9545
0056   ,PTD          ,20120808,   17.69,      697
006205 ,FB SSE180_0  ,20120808,   19.04,       87
0050   ,Yuanta Taiwan Top50,20120809,   42.31,    21225
0056   ,PTD          ,20120809,   17.96,      662
006205 ,FB SSE180_0  ,20120809,   19.32,      417
0050   ,Yuanta Taiwan Top50,20120810,   42.27,    11291
0056   ,PTD          ,20120810,   17.93,      586
006205 ,FB SSE180_0  ,20120810,   19.24,      429
0050   ,Yuanta Taiwan Top50,20120813,   42.43,    15662
0056   ,PTD          ,20120813,   17.85,      274
006205 ,FB SSE180_0  ,20120813,   19.12,       78
0050   ,Yuanta Taiwan Top50,20120814,   42.63,    16024
0056   ,PTD          ,20120814,   17.89,      428
006205 ,FB SSE180_0  ,20120814,   18.76,      426
0050   ,Yuanta Taiwan Top50,20120815,   42.47,    11946
0056   ,PTD          ,20120815,   17.84,      189
006205 ,FB SSE180_0  ,20120815,   18.74,      301
0050   ,Yuanta Taiwan Top50,20120816,   42.59,     7953
0056   ,PTD          ,20120816,   18.06,     1329
006205 ,FB SSE180_0  ,20120816,   18.63,      179
0050   ,Yuanta Taiwan Top50,20120817,   42.39,     5270
0056   ,PTD          ,20120817,   18.14,      513
006205 ,FB SSE180_0  ,20120817,   18.50,      853
0050   ,Yuanta Taiwan Top50,20120820,   42.27,     9862
0056   ,PTD          ,20120820,   17.95,     1019
006205 ,FB SSE180_0  ,20120820,   18.38,      273
0050   ,Yuanta Taiwan Top50,20120821,   42.75,    27066
0056   ,PTD          ,20120821,   18.10,      414
006205 ,FB SSE180_0  ,20120821,   18.58,      506
0050   ,Yuanta Taiwan Top50,20120822,   42.71,     5560
0056   ,PTD          ,20120822,   18.05,      242
006205 ,FB SSE180_0  ,20120822,   18.50,      525
0050   ,Yuanta Taiwan Top50,20120823,   42.67,     8522
0056   ,PTD          ,20120823,   18.08,      315
006205 ,FB SSE180_0  ,20120823,   18.51,      408
0050   ,Yuanta Taiwan Top50,20120824,   42.51,    11023
0056   ,PTD          ,20120824,   17.99,      210
006205 ,FB SSE180_0  ,20120824,   18.42,      107
0050   ,Yuanta Taiwan Top50,20120827,   42.59,     7381
0056   ,PTD          ,20120827,   17.93,      315
006205 ,FB SSE180_0  ,20120827,   18.02,     2930
0050   ,Yuanta Taiwan Top50,20120828,   42.03,     9135
0056   ,PTD          ,20120828,   17.79,      576
006205 ,FB SSE180_0  ,20120828,   17.95,      233
0050   ,Yuanta Taiwan Top50,20120829,   42.19,     2819
0056   ,PTD          ,20120829,   17.81,      529
006205 ,FB SSE180_0  ,20120829,   17.95,      609
0050   ,Yuanta Taiwan Top50,20120830,   42.07,     6947
0056   ,PTD          ,20120830,   17.66,      636
006205 ,FB SSE180_0  ,20120830,   17.78,      248
0050   ,Yuanta Taiwan Top50,20120831,   42.23,     3002
0056   ,PTD          ,20120831,   17.85,      286
006205 ,FB SSE180_0  ,20120831,   17.91,       98
0050   ,Yuanta Taiwan Top50,20120903,   42.55,     7153
0056   ,PTD          ,20120903,   17.90,      378
006205 ,FB SSE180_0  ,20120903,   18.02,      341
0050   ,Yuanta Taiwan Top50,20120904,   42.47,     7304
0056   ,PTD          ,20120904,   17.88,      286
006205 ,FB SSE180_0  ,20120904,   17.93,      444
0050   ,Yuanta Taiwan Top50,20120905,   41.91,     5020
0056   ,PTD          ,20120905,   17.73,      509
006205 ,FB SSE180_0  ,20120905,   17.74,      558
0050   ,Yuanta Taiwan Top50,20120906,   41.75,     5866
0056   ,PTD          ,20120906,   17.64,     1206
006205 ,FB SSE180_0  ,20120906,   17.78,      342
0050   ,Yuanta Taiwan Top50,20120907,   42.39,     7668
0056   ,PTD          ,20120907,   17.79,      427
006205 ,FB SSE180_0  ,20120907,   18.68,      695
0050   ,Yuanta Taiwan Top50,20120910,   42.71,     8807
0056   ,PTD          ,20120910,   17.87,      242
006205 ,FB SSE180_0  ,20120910,   18.60,      475
0050   ,Yuanta Taiwan Top50,20120911,   42.67,     8196
0056   ,PTD          ,20120911,   17.85,      241
006205 ,FB SSE180_0  ,20120911,   18.33,      598
0050   ,Yuanta Taiwan Top50,20120912,   43.27,    21342
0056   ,PTD          ,20120912,   18.01,      340
006205 ,FB SSE180_0  ,20120912,   18.41,      307
0050   ,Yuanta Taiwan Top50,20120913,   43.35,    11501
0056   ,PTD          ,20120913,   18.03,      272
006205 ,FB SSE180_0  ,20120913,   18.39,      410
0050   ,Yuanta Taiwan Top50,20120914,   44.43,    35619
0056   ,PTD          ,20120914,   18.23,      822
006205 ,FB SSE180_0  ,20120914,   18.48,      337
0050   ,Yuanta Taiwan Top50,20120917,   44.51,    20149
0056   ,PTD          ,20120917,   18.33,      585
006205 ,FB SSE180_0  ,20120917,   18.18,      337
0050   ,Yuanta Taiwan Top50,20120918,   44.35,    17291
0056   ,PTD          ,20120918,   18.33,      364
006205 ,FB SSE180_0  ,20120918,   17.87,      412
0050   ,Yuanta Taiwan Top50,20120919,   44.55,    20680
0056   ,PTD          ,20120919,   18.31,      282
006205 ,FB SSE180_0  ,20120919,   18.04,      610
0050   ,Yuanta Taiwan Top50,20120920,   44.23,    12362
0056   ,PTD          ,20120920,   18.24,      338
006205 ,FB SSE180_0  ,20120920,   17.75,      798
0050   ,Yuanta Taiwan Top50,20120921,   44.39,    11670
0056   ,PTD          ,20120921,   18.34,      488
006205 ,FB SSE180_0  ,20120921,   17.75,      842
0050   ,Yuanta Taiwan Top50,20120924,   44.43,    15113
0056   ,PTD          ,20120924,   18.36,      199
006205 ,FB SSE180_0  ,20120924,   17.69,      495
0050   ,Yuanta Taiwan Top50,20120925,   44.27,     7763
0056   ,PTD          ,20120925,   18.29,      455
006205 ,FB SSE180_0  ,20120925,   17.75,     1137
0050   ,Yuanta Taiwan Top50,20120926,   43.95,     5912
0056   ,PTD          ,20120926,   18.06,      731
006205 ,FB SSE180_0  ,20120926,   17.67,      674
0050   ,Yuanta Taiwan Top50,20120927,   44.11,     4809
0056   ,PTD          ,20120927,   18.02,      415
006205 ,FB SSE180_0  ,20120927,   17.96,      907
0050   ,Yuanta Taiwan Top50,20120928,   44.15,     4580
0056   ,PTD          ,20120928,   18.06,      365
006205 ,FB SSE180_0  ,20120928,   18.31,      809
0050   ,Yuanta Taiwan Top50,20121001,   44.03,     4006
0056   ,PTD          ,20121001,   18.04,      381
006205 ,FB SSE180_0  ,20121001,   18.44,      653
0050   ,Yuanta Taiwan Top50,20121002,   44.23,     6552
0056   ,PTD          ,20121002,   18.11,      207
006205 ,FB SSE180_0  ,20121002,   18.48,      669
0050   ,Yuanta Taiwan Top50,20121003,   44.03,     3633
0056   ,PTD          ,20121003,   18.01,      437
006205 ,FB SSE180_0  ,20121003,   18.45,      615
0050   ,Yuanta Taiwan Top50,20121004,   44.07,     8104
0056   ,PTD          ,20121004,   17.90,      963
006205 ,FB SSE180_0  ,20121004,   18.44,      532
0050   ,Yuanta Taiwan Top50,20121005,   44.11,    11700
0056   ,PTD          ,20121005,   17.86,      477
006205 ,FB SSE180_0  ,20121005,   18.57,      703
0050   ,Yuanta Taiwan Top50,20121008,   43.75,     9556
0056   ,PTD          ,20121008,   17.73,      763
006205 ,FB SSE180_0  ,20121008,   18.62,     1173
0050   ,Yuanta Taiwan Top50,20121009,   43.55,     8493
0056   ,PTD          ,20121009,   17.67,     1053
006205 ,FB SSE180_0  ,20121009,   18.65,      819
0050   ,Yuanta Taiwan Top50,20121011,   42.67,    30659
0056   ,PTD          ,20121011,   17.31,     2394
006205 ,FB SSE180_0  ,20121011,   18.58,      581
0050   ,Yuanta Taiwan Top50,20121012,   42.55,    16268
0056   ,PTD          ,20121012,   17.26,     3115
006205 ,FB SSE180_0  ,20121012,   18.54,      508
0050   ,Yuanta Taiwan Top50,20121015,   42.63,    10241
0056   ,PTD          ,20121015,   17.22,     3679
006205 ,FB SSE180_0  ,20121015,   18.45,      545
0050   ,Yuanta Taiwan Top50,20121016,   42.83,     8036
0056   ,PTD          ,20121016,   17.25,     3783
006205 ,FB SSE180_0  ,20121016,   18.55,      561
0050   ,Yuanta Taiwan Top50,20121017,   42.75,    16203
0056   ,PTD          ,20121017,   17.30,     4219
006205 ,FB SSE180_0  ,20121017,   18.47,      721
0050   ,Yuanta Taiwan Top50,20121018,   42.95,    11622
0056   ,PTD          ,20121018,   17.25,     3108
006205 ,FB SSE180_0  ,20121018,   18.84,     1180
0050   ,Yuanta Taiwan Top50,20121019,   42.63,    16779
0056   ,PTD          ,20121019,   17.22,     3016
006205 ,FB SSE180_0  ,20121019,   18.99,     1317
0050   ,Yuanta Taiwan Top50,20121022,   42.35,    13005
0056   ,PTD          ,20121022,   17.25,     3909
006205 ,FB SSE180_0  ,20121022,   18.90,     1631
0050   ,Yuanta Taiwan Top50,20121023,   42.35,    30800
0056   ,PTD          ,20121023,   17.62,     3867
006205 ,FB SSE180_0  ,20121023,   18.83,     2225
0050   ,Yuanta Taiwan Top50,20121024,   42.31,    18503
0056   ,PTD          ,20121024,   17.07,     8147
006205 ,FB SSE180_0  ,20121024,   18.72,     1772
0050   ,Yuanta Taiwan Top50,20121025,   41.90,    20563
0056   ,PTD          ,20121025,   16.96,     2815
006205 ,FB SSE180_0  ,20121025,   18.57,     2084
0050   ,Yuanta Taiwan Top50,20121026,   41.41,    26363
0056   ,PTD          ,20121026,   16.32,     6784
006205 ,FB SSE180_0  ,20121026,   18.08,     2116
0050   ,Yuanta Taiwan Top50,20121029,   41.48,    15100
0056   ,PTD          ,20121029,   16.16,     4502
006205 ,FB SSE180_0  ,20121029,   18.05,     2028
0050   ,Yuanta Taiwan Top50,20121030,   41.85,    12686
0056   ,PTD          ,20121030,   16.23,     3200
006205 ,FB SSE180_0  ,20121030,   18.00,     2183
0050   ,Yuanta Taiwan Top50,20121031,   41.81,     6854
0056   ,PTD          ,20121031,   16.16,     1590
006205 ,FB SSE180_0  ,20121031,   19.30,     2507
0050   ,Yuanta Taiwan Top50,20121101,   41.77,    16368
0056   ,PTD          ,20121101,   16.25,     4634
006205 ,FB SSE180_0  ,20121101,   18.65,     2687
0050   ,Yuanta Taiwan Top50,20121102,   42.06,     7148
0056   ,PTD          ,20121102,   16.28,     3417
006205 ,FB SSE180_0  ,20121102,   18.64,     2795
0050   ,Yuanta Taiwan Top50,20121105,   41.90,     8125
0056   ,PTD          ,20121105,   16.15,     4027
006205 ,FB SSE180_0  ,20121105,   18.62,     2311
